date,open,high,low,close,volume,trading_value,change_rate,foreign_net,institution_net
2026-01-30,70800,71600,68700,69700,1569407,0,-0.8535,0,0
2026-02-02,69000,69800,66400,67200,1709946,0,-3.5868,0,0
2026-02-03,68300,70000,67300,69600,1158322,0,3.5714,0,0
2026-02-04,69300,72700,69200,71700,1858683,0,3.0172,0,0
2026-02-05,70800,73800,69700,70300,1453044,0,-1.9526,0,0
2026-02-06,68200,68600,66200,67500,1087339,0,-3.9829,0,0
2026-02-09,69700,70700,68900,69400,1053668,0,2.8148,0,0
2026-02-10,69700,69800,68800,69000,699585,0,-0.5764,0,0
2026-02-11,69100,73000,67900,72100,2624801,0,4.4928,0,0
2026-02-12,73400,73400,71300,72700,1012800,0,0.8322,0,0
2026-02-13,71200,72000,70600,71100,700236,0,-2.2008,0,0
2026-02-19,72100,72100,70500,71700,713433,0,0.8439,0,0
2026-02-20,71300,74000,70900,71600,1237193,0,-0.1395,0,0
2026-02-23,72200,73100,71000,71500,820209,0,-0.1397,0,0
2026-02-24,71200,71400,69800,70100,777252,0,-1.958,0,0
2026-02-25,70600,72900,69600,71500,994773,0,1.9971,0,0
2026-02-26,73100,75400,73000,74300,2182064,0,3.9161,0,0
2026-02-27,75900,78300,74000,74500,1959001,0,0.2692,0,0
2026-03-03,72200,72900,67500,67600,1514307,0,-9.2617,0,0
2026-03-04,65000,66500,57600,57900,1390992,0,-14.3491,0,0
2026-03-05,62200,64000,62100,62700,836857,0,8.2902,0,0
2026-03-06,61600,65400,61600,64900,637041,0,3.5088,0,0
2026-03-09,60300,61600,59700,61600,497886,0,-5.0847,0,0
2026-03-10,64400,64500,62700,63500,471372,0,3.0844,0,0
2026-03-11,65300,67700,64700,65800,737094,0,3.622,0,0
2026-03-12,66800,69800,66400,68200,1041021,0,3.6474,0,0
2026-03-13,66200,69100,65600,67900,518498,0,-0.4399,0,0
2026-03-16,67600,67900,65300,65600,435292,0,-3.3873,0,0
2026-03-17,67000,67600,66500,66600,378437,0,1.5244,0,0
2026-03-18,67600,67700,66400,66800,441249,0,0.3003,0,0
2026-03-19,65200,65600,64500,64900,356155,0,-2.8443,0,0
2026-03-20,65400,67600,65400,67600,534433,0,4.1602,0,0
2026-03-23,65200,65300,62300,62500,443654,0,-7.5444,0,0
2026-03-24,65100,65200,61600,63500,291945,0,1.6,0,0
2026-03-25,63900,64600,62400,62500,742165,0,-1.5748,0,0
2026-03-26,62600,62900,61000,61200,370532,0,-2.08,0,0
2026-03-27,60000,61300,59100,61100,401019,0,-0.1634,0,0
2026-03-30,58300,59600,57700,59000,361129,0,-3.437,0,0
2026-03-31,58000,58500,55400,55800,784540,0,-5.4237,0,0
2026-04-01,58100,60000,57400,59500,530776,0,6.6308,0,0
2026-04-02,60600,61000,55800,56500,634823,0,-5.042,0,0
2026-04-03,57900,58600,57400,57600,252203,0,1.9469,0,0
2026-04-06,57900,59300,57200,57600,353839,0,0.0,0,0
2026-04-07,58100,58700,56500,57100,281581,0,-0.8681,0,0
2026-04-08,60000,61400,59100,61400,515698,0,7.5306,0,0
2026-04-09,60600,63100,60400,63000,748764,0,2.6059,0,0
2026-04-10,63100,63600,62700,63300,315819,0,0.4762,0,0
2026-04-13,61500,62100,60400,60900,412489,0,-3.7915,0,0
2026-04-14,62400,62900,61900,62000,279402,0,1.8062,0,0
2026-04-15,64300,66100,63800,65700,804682,0,5.9677,0,0
2026-04-16,67100,67200,65300,67100,771022,0,2.1309,0,0
2026-04-17,67000,67500,65800,66300,450648,0,-1.1923,0,0
2026-04-20,65600,67500,64900,65200,707654,0,-1.6591,0,0
2026-04-21,65700,67200,65400,67000,478179,0,2.7607,0,0
2026-04-22,66200,68400,65700,68200,529987,0,1.791,0,0
2026-04-23,69600,69600,66300,67800,559553,0,-0.5865,0,0
2026-04-24,67600,68000,66200,66700,430458,0,-1.6224,0,0
2026-04-27,67300,67700,66700,66900,318088,0,0.2999,0,0
2026-04-28,69000,69700,67300,67500,592274,0,0.8969,0,0
2026-04-29,67100,67200,66200,66700,318292,0,-1.1852,0,0
2026-04-30,67100,67500,64600,65000,567472,0,-2.5487,0,0
2026-05-04,66700,66900,65500,65900,377323,0,1.3846,0,0
2026-05-06,66600,68000,65900,67000,697862,0,1.6692,0,0
2026-05-07,67200,67900,65100,67700,587206,0,1.0448,0,0
2026-05-08,69100,72700,67400,71000,2094195,0,4.8744,0,0
2026-05-11,72300,72300,68500,70500,984845,0,-0.7042,0,0
2026-05-12,71900,76900,70000,73000,3564835,0,3.5461,0,0
2026-05-13,74100,74400,70800,73500,1203192,0,0.6849,0,0
2026-05-14,75100,88400,74500,86100,9609127,0,17.1429,0,0
2026-05-15,93700,99400,83500,86600,7333668,0,0.5807,0,0
2026-05-18,88500,88700,79300,81300,2479789,0,-6.1201,0,0
2026-05-19,79600,82000,73500,74800,2144009,0,-7.9951,0,0
2026-05-20,73000,74800,69000,71200,1545219,0,-4.8128,0,0
2026-05-21,73600,82500,72800,80200,3781552,0,12.6404,0,0
2026-05-22,78600,86400,76300,83200,3283598,0,3.7406,0,0
