date,open,high,low,close,volume,trading_value,change_rate,foreign_net,institution_net
2023-12-04,15380,15720,15380,15610,3099825,0,2.2266,0,0
2023-12-05,15600,16170,15570,15900,5270726,0,1.8578,0,0
2023-12-06,16150,16240,15840,15950,3611870,0,0.3145,0,0
2023-12-07,15890,15900,15580,15890,2155438,0,-0.3762,0,0
2023-12-08,15870,16080,15710,15720,2014425,0,-1.0699,0,0
2023-12-11,15390,15570,15210,15510,2764922,0,-1.3359,0,0
2023-12-12,15730,15950,15700,15800,2277725,0,1.8698,0,0
2023-12-13,15810,15810,15380,15450,1851766,0,-2.2152,0,0
2023-12-14,15670,15840,15600,15840,2730039,0,2.5243,0,0
2023-12-15,15900,15930,15740,15910,2139101,0,0.4419,0,0
2023-12-18,15850,15910,15690,15750,1443735,0,-1.0057,0,0
2023-12-19,15450,15840,15450,15680,1562940,0,-0.4444,0,0
2023-12-20,15790,15980,15720,15910,2253632,0,1.4668,0,0
2023-12-21,15780,15900,15480,15550,2524263,0,-2.2627,0,0
2023-12-22,15650,15650,15410,15510,1671315,0,-0.2572,0,0
2023-12-26,15610,15700,15370,15420,2084693,0,-0.5803,0,0
2023-12-27,15430,15640,15400,15640,1567855,0,1.4267,0,0
2023-12-28,15660,15900,15510,15900,2335589,0,1.6624,0,0
2024-01-02,15900,16040,15720,16010,2109268,0,0.6918,0,0
2024-01-03,15850,15900,15600,15600,2191181,0,-2.5609,0,0
2024-01-04,15510,15660,15410,15570,1514733,0,-0.1923,0,0
2024-01-05,15690,15780,15550,15560,1539993,0,-0.0642,0,0
2024-01-08,15680,15730,15530,15560,1581709,0,0.0,0,0
2024-01-09,15700,15780,15580,15580,1259097,0,0.1285,0,0
2024-01-10,15580,15640,15160,15190,2340544,0,-2.5032,0,0
2024-01-11,15200,15480,15150,15150,1719484,0,-0.2633,0,0
2024-01-12,15200,15270,15020,15060,1704650,0,-0.5941,0,0
2024-01-15,15120,15320,15060,15320,1318881,0,1.7264,0,0
2024-01-16,15320,15360,15090,15230,1531386,0,-0.5875,0,0
2024-01-17,15270,15270,14560,14570,2935031,0,-4.3336,0,0
2024-01-18,14750,14920,14640,14780,1941646,0,1.4413,0,0
2024-01-19,14870,15130,14870,15130,1636362,0,2.3681,0,0
2024-01-22,15270,15280,15000,15010,1287642,0,-0.7931,0,0
2024-01-23,15030,15150,14980,15000,1248628,0,-0.0666,0,0
2024-01-24,15010,15020,14800,14860,1197281,0,-0.9333,0,0
2024-01-25,14840,14870,14300,14870,2985230,0,0.0673,0,0
2024-01-26,14870,15280,14790,15170,2122184,0,2.0175,0,0
2024-01-29,15230,15560,15200,15320,2313980,0,0.9888,0,0
2024-01-30,15480,15600,15030,15030,1877476,0,-1.893,0,0
2024-01-31,14900,15440,14890,15440,3684053,0,2.7279,0,0
2024-02-01,15440,15580,15210,15380,1935366,0,-0.3886,0,0
2024-02-02,15400,16100,15310,16000,5846733,0,4.0312,0,0
2024-02-05,15960,15960,15340,15370,3312720,0,-3.9375,0,0
2024-02-06,15290,15450,15230,15320,1409909,0,-0.3253,0,0
2024-02-07,15280,15430,15170,15240,1694519,0,-0.5222,0,0
2024-02-08,15300,15710,15290,15620,2392223,0,2.4934,0,0
2024-02-13,15690,15780,15550,15620,1614544,0,0.0,0,0
2024-02-14,15460,15460,15290,15360,1559104,0,-1.6645,0,0
2024-02-15,15550,15620,15370,15390,1518495,0,0.1953,0,0
2024-02-16,15490,15570,15330,15370,1438734,0,-0.13,0,0
2024-02-19,15370,15670,15340,15630,2066654,0,1.6916,0,0
2024-02-20,15720,15720,15430,15540,1828555,0,-0.5758,0,0
2024-02-21,15540,16150,15460,15970,4448086,0,2.7671,0,0
2024-02-22,15990,16490,15770,16300,6214676,0,2.0664,0,0
2024-02-23,16600,16630,16210,16350,4013239,0,0.3067,0,0
2024-02-26,16490,16530,16080,16130,2244025,0,-1.3456,0,0
2024-02-27,16210,16390,15850,15960,2117223,0,-1.0539,0,0
2024-02-28,15970,16270,15860,16140,1681722,0,1.1278,0,0
2024-02-29,16100,16240,15950,16240,2035766,0,0.6196,0,0
2024-03-04,16300,16420,15770,15770,3110647,0,-2.8941,0,0
2024-03-05,15800,15870,15460,15460,2319953,0,-1.9658,0,0
2024-03-06,15500,15710,15350,15630,1752227,0,1.0996,0,0
2024-03-07,15680,15680,15420,15580,1401354,0,-0.3199,0,0
2024-03-08,15710,15900,15440,15860,2084140,0,1.7972,0,0
2024-03-11,15960,17290,15890,16720,22523304,0,5.4224,0,0
2024-03-12,16970,17150,16610,17030,8074010,0,1.8541,0,0
2024-03-13,17110,17790,17000,17480,14079981,0,2.6424,0,0
2024-03-14,17700,18500,17550,18230,18288130,0,4.2906,0,0
2024-03-15,18470,18550,17760,17980,8533585,0,-1.3714,0,0
2024-03-18,18150,18180,17810,17860,3999193,0,-0.6674,0,0
2024-03-19,18350,18920,17780,17840,12722844,0,-0.112,0,0
2024-03-20,17500,17750,17210,17740,6722040,0,-0.5605,0,0
2024-03-21,17650,18130,17610,18070,5160145,0,1.8602,0,0
2024-03-22,17890,18190,17790,17890,3747422,0,-0.9961,0,0
2024-03-25,17890,17980,17230,17300,4860054,0,-3.2979,0,0
2024-03-26,17300,17460,16970,17210,4156582,0,-0.5202,0,0
2024-03-27,17150,17550,17010,17480,3863061,0,1.5689,0,0
2024-03-28,17850,18100,17500,17520,4830265,0,0.2288,0,0
2024-03-29,17490,17600,17220,17220,2524536,0,-1.7123,0,0
2024-04-01,17340,17400,17060,17270,2146515,0,0.2904,0,0
2024-04-02,17200,17200,16640,16780,5075350,0,-2.8373,0,0
2024-04-03,16630,16760,16460,16500,2499652,0,-1.6687,0,0
2024-04-04,16710,16850,16480,16810,2412736,0,1.8788,0,0
2024-04-05,16630,17080,16570,16980,2715731,0,1.0113,0,0
2024-04-08,16980,16980,16500,16550,2300795,0,-2.5324,0,0
2024-04-09,16580,16650,16210,16250,2301107,0,-1.8127,0,0
2024-04-11,15860,15860,15000,15120,9126279,0,-6.9538,0,0
2024-04-12,15060,15380,14940,15310,3335803,0,1.2566,0,0
2024-04-15,15160,15380,15000,15120,2081675,0,-1.241,0,0
2024-04-16,15000,15060,14540,14600,3657519,0,-3.4392,0,0
2024-04-17,14630,14800,14320,14320,2717485,0,-1.9178,0,0
2024-04-18,14400,14960,14400,14900,2901014,0,4.0503,0,0
2024-04-19,14750,14790,14360,14690,2638314,0,-1.4094,0,0
2024-04-22,14950,15800,14950,15730,4363033,0,7.0796,0,0
2024-04-23,15640,15720,15430,15540,2243428,0,-1.2079,0,0
2024-04-24,15770,15910,15580,15770,2265827,0,1.4801,0,0
2024-04-25,15700,16400,15610,15860,4182658,0,0.5707,0,0
2024-04-26,15950,16250,15780,16210,2584334,0,2.2068,0,0
2024-04-29,16480,16950,16300,16790,4319136,0,3.578,0,0
2024-04-30,16860,17040,16600,16800,3357626,0,0.0596,0,0
2024-05-02,16860,17090,16500,16500,3091806,0,-1.7857,0,0
2024-05-03,16670,16900,16290,16550,2742456,0,0.303,0,0
